config,file,testname,total_points,total_bytes,insert_allocation,new_allocation,grow_amortized,grow_one,finish_grow,add_name,tree_new,b_retag,eval_callee,provenance_gc,perform_transition,miri_machine
miri-tree,lib,sockaddr-tests-ipv4_eq,46625,535639924,"{""avg"":576775.0220994476,""avg_top"":176428.88135593222,""bytes"":208792558,""bytes_top"":10409304,""count"":362,""count_top"":59}","{""avg"":197651.325,""avg_top"":74452.05194805194,""bytes"":63248424,""bytes_top"":5732808,""count"":320,""count_top"":77}","{""avg"":819447.6923076923,""avg_top"":1974300.8,""bytes"":138486660,""bytes_top"":138201056,""count"":169,""count_top"":70}","{""avg"":43581.53016988869,""avg_top"":5280.698610246836,""bytes"":223181016,""bytes_top"":25458248,""count"":5121,""count_top"":4821}","{""avg"":240124.86928104574,""avg_top"":300495.9262295082,""bytes"":110217315,""bytes_top"":109981509,""count"":459,""count_top"":366}","{""avg"":18183.647058823528,""avg_top"":18183.647058823528,""bytes"":927366,""bytes_top"":927366,""count"":51,""count_top"":51}","{""avg"":227456.6828358209,""avg_top"":108566.3492063492,""bytes"":60958391,""bytes_top"":6839680,""count"":268,""count_top"":63}","{""avg"":114561.56266666666,""avg_top"":67616.4,""bytes"":42960586,""bytes_top"":2704656,""count"":375,""count_top"":40}","{""avg"":114024.22988505747,""avg_top"":12796272.0,""bytes"":39680432,""bytes_top"":25592544,""count"":348,""count_top"":2}","{""avg"":161522.18181818182,""avg_top"":0.0,""bytes"":1776744,""bytes_top"":0,""count"":11,""count_top"":0}","{""avg"":1059732.148148148,""avg_top"":0.0,""bytes"":28612768,""bytes_top"":0,""count"":27,""count_top"":0}","{""avg"":152483.16953693074,""avg_top"":466457.2588235294,""bytes"":398438522,""bytes_top"":79297734,""count"":2613,""count_top"":170}"
miri-tree,lib,sockaddr-tests-ipv4_ipv6_hash,46640,633197313,"{""avg"":621061.2320441989,""avg_top"":190476.61016949153,""bytes"":224824166,""bytes_top"":11238120,""count"":362,""count_top"":59}","{""avg"":211197.0,""avg_top"":80354.8051948052,""bytes"":67583040,""bytes_top"":6187320,""count"":320,""count_top"":77}","{""avg"":883994.3431952663,""avg_top"":2129990.8571428573,""bytes"":149395044,""bytes_top"":149099360,""count"":169,""count_top"":70}","{""avg"":59456.37307317073,""avg_top"":5283.937772246422,""bytes"":304713912,""bytes_top"":25473864,""count"":5125,""count_top"":4821}","{""avg"":397548.2051835853,""avg_top"":496835.17027027026,""bytes"":184064819,""bytes_top"":183829013,""count"":463,""count_top"":370}","{""avg"":19625.29411764706,""avg_top"":19625.29411764706,""bytes"":1000890,""bytes_top"":1000890,""count"":51,""count_top"":51}","{""avg"":243725.07490636705,""avg_top"":116048.25396825396,""bytes"":65074595,""bytes_top"":7311040,""count"":267,""count_top"":63}","{""avg"":120799.61497326203,""avg_top"":71967.6,""bytes"":45179056,""bytes_top"":2878704,""count"":374,""count_top"":40}","{""avg"":123718.52753623188,""avg_top"":14031984.0,""bytes"":42682892,""bytes_top"":28063968,""count"":345,""count_top"":2}","{""avg"":140501.7142857143,""avg_top"":0.0,""bytes"":1967024,""bytes_top"":0,""count"":14,""count_top"":0}","{""avg"":3567188.1481481483,""avg_top"":0.0,""bytes"":96314080,""bytes_top"":0,""count"":27,""count_top"":0}","{""avg"":188123.83466666666,""avg_top"":520960.6941176471,""bytes"":493825066,""bytes_top"":88563318,""count"":2625,""count_top"":170}"
miri,lib,sockaddr-tests-ipv6_eq,46296,484173394,"{""avg"":863549.0428015564,""avg_top"":179368.1379310345,""bytes"":221932104,""bytes_top"":10403352,""count"":257,""count_top"":58}","{""avg"":332414.76785714284,""avg_top"":341894.30414746545,""bytes"":74460908,""bytes_top"":74191064,""count"":224,""count_top"":217}","{""avg"":825719.8802395209,""avg_top"":1969527.3142857142,""bytes"":137895220,""bytes_top"":137866912,""count"":167,""count_top"":70}","{""avg"":32985.16270712717,""avg_top"":5245.760531230546,""bytes"":165222680,""bytes_top"":25279320,""count"":5009,""count_top"":4819}","{""avg"":24253.608208955226,""avg_top"":35795.205714285716,""bytes"":6499967,""bytes_top"":6264161,""count"":268,""count_top"":175}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":110245.58723404256,""avg_top"":0.0,""bytes"":25907713,""bytes_top"":0,""count"":235,""count_top"":0}","{""avg"":119221.69411764706,""avg_top"":12791664.0,""bytes"":40535376,""bytes_top"":25583328,""count"":340,""count_top"":2}","{""avg"":26717.333333333332,""avg_top"":0.0,""bytes"":240456,""bytes_top"":0,""count"":9,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":150740.0420641804,""avg_top"":580043.6818181818,""bytes"":347606537,""bytes_top"":76565766,""count"":2306,""count_top"":132}"
miri-tree,lib,sys-in6_addr_convertion,46606,538061960,"{""avg"":578445.8066298342,""avg_top"":176849.22033898305,""bytes"":209397382,""bytes_top"":10434104,""count"":362,""count_top"":59}","{""avg"":198319.225,""avg_top"":74628.67532467532,""bytes"":63462152,""bytes_top"":5746408,""count"":320,""count_top"":77}","{""avg"":821760.4970414201,""avg_top"":1979885.2571428572,""bytes"":138877524,""bytes_top"":138591968,""count"":169,""count_top"":70}","{""avg"":43950.56149941429,""avg_top"":5280.867869736569,""bytes"":225114776,""bytes_top"":25459064,""count"":5122,""count_top"":4821}","{""avg"":243359.67608695652,""avg_top"":304385.9536784741,""bytes"":111945451,""bytes_top"":111709645,""count"":460,""count_top"":367}","{""avg"":18226.78431372549,""avg_top"":18226.78431372549,""bytes"":929566,""bytes_top"":929566,""count"":51,""count_top"":51}","{""avg"":227331.77695167286,""avg_top"":108764.44444444444,""bytes"":61152248,""bytes_top"":6852160,""count"":269,""count_top"":63}","{""avg"":115274.474801061,""avg_top"":67922.4,""bytes"":43458477,""bytes_top"":2716896,""count"":377,""count_top"":40}","{""avg"":117353.62068965517,""avg_top"":12834480.0,""bytes"":40839060,""bytes_top"":25668960,""count"":348,""count_top"":2}","{""avg"":162424.72727272726,""avg_top"":0.0,""bytes"":1786672,""bytes_top"":0,""count"":11,""count_top"":0}","{""avg"":1108340.148148148,""avg_top"":0.0,""bytes"":29925184,""bytes_top"":0,""count"":27,""count_top"":0}","{""avg"":152854.89727865084,""avg_top"":467913.2117647059,""bytes"":398798427,""bytes_top"":79545246,""count"":2609,""count_top"":170}"
default,lib,sockaddr-tests-ipv4_eq,173,79855,"{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":1170.1818181818182,""avg_top"":0.0,""bytes"":12872,""bytes_top"":0,""count"":11,""count_top"":0}","{""avg"":1088.0,""avg_top"":0.0,""bytes"":8704,""bytes_top"":0,""count"":8,""count_top"":0}","{""avg"":1170.1818181818182,""avg_top"":0.0,""bytes"":12872,""bytes_top"":0,""count"":11,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}"
miri-tree,lib,sockaddr-tests-ipv6_eq,46607,537690882,"{""avg"":578020.408839779,""avg_top"":176735.7288135593,""bytes"":209243388,""bytes_top"":10427408,""count"":362,""count_top"":59}","{""avg"":197714.21875,""avg_top"":74580.98701298701,""bytes"":63268550,""bytes_top"":5742736,""count"":320,""count_top"":77}","{""avg"":821792.023668639,""avg_top"":1980039.3142857142,""bytes"":138882852,""bytes_top"":138602752,""count"":169,""count_top"":70}","{""avg"":43967.3953125,""avg_top"":5280.741908713693,""bytes"":225113064,""bytes_top"":25453176,""count"":5120,""count_top"":4820}","{""avg"":243484.8779956427,""avg_top"":304709.7076502732,""bytes"":111759559,""bytes_top"":111523753,""count"":459,""count_top"":366}","{""avg"":18215.13725490196,""avg_top"":18215.13725490196,""bytes"":928972,""bytes_top"":928972,""count"":51,""count_top"":51}","{""avg"":227354.51492537314,""avg_top"":108576.50793650794,""bytes"":60931010,""bytes_top"":6840320,""count"":268,""count_top"":63}","{""avg"":114934.18933333333,""avg_top"":67636.8,""bytes"":43100321,""bytes_top"":2705472,""count"":375,""count_top"":40}","{""avg"":113901.6023054755,""avg_top"":12830832.0,""bytes"":39523856,""bytes_top"":25661664,""count"":347,""count_top"":2}","{""avg"":148601.33333333334,""avg_top"":0.0,""bytes"":1783216,""bytes_top"":0,""count"":12,""count_top"":0}","{""avg"":1108340.148148148,""avg_top"":0.0,""bytes"":29925184,""bytes_top"":0,""count"":27,""count_top"":0}","{""avg"":152907.03944848716,""avg_top"":462018.6395348837,""bytes"":399240280,""bytes_top"":79467206,""count"":2611,""count_top"":172}"
miri,lib,sockaddr-tests-ipv4_eq,46318,488379934,"{""avg"":873587.1439688716,""avg_top"":181630.06896551725,""bytes"":224511896,""bytes_top"":10534544,""count"":257,""count_top"":58}","{""avg"":337759.3035714286,""avg_top"":347411.24423963134,""bytes"":75658084,""bytes_top"":75388240,""count"":224,""count_top"":217}","{""avg"":833230.6826347306,""avg_top"":1987445.9428571428,""bytes"":139149524,""bytes_top"":139121216,""count"":167,""count_top"":70}","{""avg"":33229.791616766466,""avg_top"":5245.233195020747,""bytes"":166481256,""bytes_top"":25282024,""count"":5010,""count_top"":4820}","{""avg"":24413.488805970148,""avg_top"":36040.05142857143,""bytes"":6542815,""bytes_top"":6307009,""count"":268,""count_top"":175}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":112032.48085106382,""avg_top"":0.0,""bytes"":26327633,""bytes_top"":0,""count"":235,""count_top"":0}","{""avg"":115243.92941176471,""avg_top"":12933168.0,""bytes"":39182936,""bytes_top"":25866336,""count"":340,""count_top"":2}","{""avg"":24046.4,""avg_top"":0.0,""bytes"":240464,""bytes_top"":0,""count"":10,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":152219.25270445694,""avg_top"":587332.4090909091,""bytes"":351778693,""bytes_top"":77527878,""count"":2311,""count_top"":132}"
miri,lib,sockaddr-tests-ipv4,46332,491934572,"{""avg"":884521.6186770428,""avg_top"":183678.2068965517,""bytes"":227322056,""bytes_top"":10653336,""count"":257,""count_top"":58}","{""avg"":342560.91071428574,""avg_top"":352367.7419354839,""bytes"":76733644,""bytes_top"":76463800,""count"":224,""count_top"":217}","{""avg"":842934.3473053892,""avg_top"":2010596.1142857142,""bytes"":140770036,""bytes_top"":140741728,""count"":167,""count_top"":70}","{""avg"":33560.340119760476,""avg_top"":5250.248496162621,""bytes"":168137304,""bytes_top"":25311448,""count"":5010,""count_top"":4821}","{""avg"":24653.299625468164,""avg_top"":36474.85632183908,""bytes"":6582431,""bytes_top"":6346625,""count"":267,""count_top"":174}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":111265.05084745762,""avg_top"":0.0,""bytes"":26258552,""bytes_top"":0,""count"":236,""count_top"":0}","{""avg"":118175.14792899408,""avg_top"":13034736.0,""bytes"":39943200,""bytes_top"":26069472,""count"":338,""count_top"":2}","{""avg"":21192.666666666668,""avg_top"":0.0,""bytes"":254312,""bytes_top"":0,""count"":12,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":153040.6121919585,""avg_top"":596873.0229007633,""bytes"":353982936,""bytes_top"":78190366,""count"":2313,""count_top"":131}"
default,lib,sockaddr-tests-ipv6_eq,173,79855,"{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":1170.1818181818182,""avg_top"":0.0,""bytes"":12872,""bytes_top"":0,""count"":11,""count_top"":0}","{""avg"":1088.0,""avg_top"":0.0,""bytes"":8704,""bytes_top"":0,""count"":8,""count_top"":0}","{""avg"":1170.1818181818182,""avg_top"":0.0,""bytes"":12872,""bytes_top"":0,""count"":11,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}"
miri,lib,sockaddr-tests-ipv6_hash,46314,495599450,"{""avg"":890835.8910505837,""avg_top"":184674.4827586207,""bytes"":228944824,""bytes_top"":10711120,""count"":257,""count_top"":58}","{""avg"":338634.58928571426,""avg_top"":348314.7649769585,""bytes"":75854148,""bytes_top"":75584304,""count"":224,""count_top"":217}","{""avg"":857520.0239520958,""avg_top"":2045393.3714285714,""bytes"":143205844,""bytes_top"":143177536,""count"":167,""count_top"":70}","{""avg"":34058.694888178914,""avg_top"":5248.283876322888,""bytes"":170565944,""bytes_top"":25291480,""count"":5008,""count_top"":4819}","{""avg"":24544.83520599251,""avg_top"":36308.41954022989,""bytes"":6553471,""bytes_top"":6317665,""count"":267,""count_top"":174}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":111236.6340425532,""avg_top"":0.0,""bytes"":26140609,""bytes_top"":0,""count"":235,""count_top"":0}","{""avg"":120640.0,""avg_top"":13308336.0,""bytes"":41017600,""bytes_top"":26616672,""count"":340,""count_top"":2}","{""avg"":22280.0,""avg_top"":0.0,""bytes"":245080,""bytes_top"":0,""count"":11,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":154941.98664368805,""avg_top"":609686.8939393939,""bytes"":359620351,""bytes_top"":80478670,""count"":2321,""count_top"":132}"
default,lib,sockaddr-tests-ipv4,174,79836,"{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":1170.1818181818182,""avg_top"":0.0,""bytes"":12872,""bytes_top"":0,""count"":11,""count_top"":0}","{""avg"":1088.0,""avg_top"":0.0,""bytes"":8704,""bytes_top"":0,""count"":8,""count_top"":0}","{""avg"":1170.1818181818182,""avg_top"":0.0,""bytes"":12872,""bytes_top"":0,""count"":11,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}"
miri-tree,lib,sockaddr-tests-ipv4_hash,46641,613984700,"{""avg"":589379.679558011,""avg_top"":180388.4745762712,""bytes"":213355444,""bytes_top"":10642920,""count"":362,""count_top"":59}","{""avg"":199290.99375,""avg_top"":76115.84415584416,""bytes"":63773118,""bytes_top"":5860920,""count"":320,""count_top"":77}","{""avg"":842417.7278106508,""avg_top"":2029821.7142857143,""bytes"":142368596,""bytes_top"":142087520,""count"":169,""count_top"":70}","{""avg"":57880.32006245121,""avg_top"":5282.311553619581,""bytes"":296578760,""bytes_top"":25466024,""count"":5124,""count_top"":4821}","{""avg"":389491.8116883117,""avg_top"":487017.3739837398,""bytes"":179945217,""bytes_top"":179709411,""count"":462,""count_top"":369}","{""avg"":18590.0,""avg_top"":18590.0,""bytes"":948090,""bytes_top"":948090,""count"":51,""count_top"":51}","{""avg"":229610.34831460673,""avg_top"":110067.80952380953,""bytes"":61305963,""bytes_top"":6934272,""count"":267,""count_top"":63}","{""avg"":115877.8,""avg_top"":68254.2,""bytes"":43454175,""bytes_top"":2730168,""count"":375,""count_top"":40}","{""avg"":123023.22988505747,""avg_top"":13210032.0,""bytes"":42812084,""bytes_top"":26420064,""count"":348,""count_top"":2}","{""avg"":130286.28571428571,""avg_top"":0.0,""bytes"":1824008,""bytes_top"":0,""count"":14,""count_top"":0}","{""avg"":3613672.296296296,""avg_top"":0.0,""bytes"":97569152,""bytes_top"":0,""count"":27,""count_top"":0}","{""avg"":180919.69090216976,""avg_top"":480212.12790697673,""bytes"":475276028,""bytes_top"":82596486,""count"":2627,""count_top"":172}"
miri,lib,sys-in_addr_convertion,46400,506574890,"{""avg"":919677.7276264591,""avg_top"":188668.1379310345,""bytes"":236357176,""bytes_top"":10942752,""count"":257,""count_top"":58}","{""avg"":348093.125,""avg_top"":358078.4147465438,""bytes"":77972860,""bytes_top"":77703016,""count"":224,""count_top"":217}","{""avg"":887914.6586826347,""avg_top"":2117906.285714286,""bytes"":148281748,""bytes_top"":148253440,""count"":167,""count_top"":70}","{""avg"":35033.099601593625,""avg_top"":5262.529496998551,""bytes"":175866160,""bytes_top"":25423280,""count"":5020,""count_top"":4831}","{""avg"":25202.69288389513,""avg_top"":37317.8908045977,""bytes"":6729119,""bytes_top"":6493313,""count"":267,""count_top"":174}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":123893.08510638298,""avg_top"":0.0,""bytes"":29114875,""bytes_top"":0,""count"":235,""count_top"":0}","{""avg"":118659.19298245614,""avg_top"":13293456.0,""bytes"":40581444,""bytes_top"":26586912,""count"":342,""count_top"":2}","{""avg"":27744.0,""avg_top"":0.0,""bytes"":249696,""bytes_top"":0,""count"":9,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":159627.1600867679,""avg_top"":605697.0151515151,""bytes"":367940604,""bytes_top"":79952006,""count"":2305,""count_top"":132}"
default,lib,sockaddr-tests-ipv4_ipv6_hash,173,79984,"{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":1170.1818181818182,""avg_top"":0.0,""bytes"":12872,""bytes_top"":0,""count"":11,""count_top"":0}","{""avg"":1088.0,""avg_top"":0.0,""bytes"":8704,""bytes_top"":0,""count"":8,""count_top"":0}","{""avg"":1170.1818181818182,""avg_top"":0.0,""bytes"":12872,""bytes_top"":0,""count"":11,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}"
miri-tree,lib,sockaddr-tests-ipv4,46635,606441277,"{""avg"":579034.7154696132,""avg_top"":177227.5254237288,""bytes"":209610567,""bytes_top"":10456424,""count"":362,""count_top"":59}","{""avg"":198178.103125,""avg_top"":74794.7012987013,""bytes"":63416993,""bytes_top"":5759192,""count"":320,""count_top"":77}","{""avg"":823190.8402366864,""avg_top"":1983391.5428571429,""bytes"":139119252,""bytes_top"":138837408,""count"":169,""count_top"":70}","{""avg"":57016.96368606013,""avg_top"":5285.612608875985,""bytes"":292040888,""bytes_top"":25487224,""count"":5122,""count_top"":4822}","{""avg"":388928.81917211326,""avg_top"":487110.71584699454,""bytes"":178518328,""bytes_top"":178282522,""count"":459,""count_top"":366}","{""avg"":18267.333333333332,""avg_top"":18267.333333333332,""bytes"":931634,""bytes_top"":931634,""count"":51,""count_top"":51}","{""avg"":227984.19402985074,""avg_top"":108962.53968253969,""bytes"":61099764,""bytes_top"":6864640,""count"":268,""count_top"":63}","{""avg"":117211.38133333334,""avg_top"":67726.2,""bytes"":43954268,""bytes_top"":2709048,""count"":375,""count_top"":40}","{""avg"":114558.9710982659,""avg_top"":12823152.0,""bytes"":39637404,""bytes_top"":25646304,""count"":346,""count_top"":2}","{""avg"":148882.66666666666,""avg_top"":0.0,""bytes"":1786592,""bytes_top"":0,""count"":12,""count_top"":0}","{""avg"":3555009.185185185,""avg_top"":0.0,""bytes"":95985248,""bytes_top"":0,""count"":27,""count_top"":0}","{""avg"":178076.7825754681,""avg_top"":464853.69590643275,""bytes"":466026940,""bytes_top"":79489982,""count"":2617,""count_top"":171}"
default,lib,sockaddr-tests-ipv4_hash,173,79869,"{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":1170.1818181818182,""avg_top"":0.0,""bytes"":12872,""bytes_top"":0,""count"":11,""count_top"":0}","{""avg"":1088.0,""avg_top"":0.0,""bytes"":8704,""bytes_top"":0,""count"":8,""count_top"":0}","{""avg"":1170.1818181818182,""avg_top"":0.0,""bytes"":12872,""bytes_top"":0,""count"":11,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}","{""avg"":0.0,""avg_top"":0.0,""bytes"":0,""bytes_top"":0,""count"":0,""count_top"":0}"
